RaceId,Season,StartDate,Location,DisciplineId,DisciplineLabel,GenderLabel,IsRelay,NrShootings,FullName,Shootings,RankInt,total_misses,total_penalties,total_spares,miss_1,miss_2,miss_3,miss_4,penalty_1,penalty_2,penalty_3,penalty_4
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Sanna LAARI,0+0 0+2,21,2,0,2,0,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Mikko LOUKKAANHUHTA,0+3 0+2,21,5,0,5,3,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Sanna LAARI,0+3 1+3,21,7,1,6,3,4,NA,NA,0,1,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Mikko LOUKKAANHUHTA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Rosanna CRAWFORD,0+0 0+2,22,2,0,2,0,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Christian GOW,0+0 0+0,22,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Rosanna CRAWFORD,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Christian GOW,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Ana Larisa COTRUS,0+2 1+3,23,6,1,5,2,4,NA,NA,0,1,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Remus FAUR,0+1 0+2,23,3,0,3,1,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Ana Larisa COTRUS,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT1718SWRLCP01MXSR,1718,2017-11-26,Swedish National Biathlon Arena,SR,Single Mixed Relay,Mixed,TRUE,2,Remus FAUR,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Ingrid Landmark TANDREVOLD,0+0 0+2,1,2,0,2,0,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Tiril ECKHOFF,0+1 0+2,1,3,0,3,1,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Johannes Thingnes BOE,0+2 0+3,1,5,0,5,2,3,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Emil Hegle SVENDSEN,0+0 0+3,1,3,0,3,0,3,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Lisa VITTOZZI,0+0 0+0,2,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Dorothea WIERER,0+0 0+2,2,2,0,2,0,2,NA,NA,0,0,NA,NA
